"","Top 10 Gross","%± LW...2","Overall Gross","%± LW...4","Releases","#1 Release","Genre","Budget","Running Time","Week","Long Weekend","Year"
"495","$89,402,192","-34.9%","$112,291,954","-29.5%",99,"True Grit","-","-","-",1,"false",2011
"496","$237,786,853","+37.2%","$277,443,906","+38.6%",54,"The Hobbit: An Unexpected Journey","-","-","-",52,"true",2012
"497","$155,214,547","+60.8%","$181,537,855","+63.7%",90,"The Hobbit: An Unexpected Journey","-","-","-",52,"false",2012
"498","$169,697,974","-1.4%","$204,882,187","+3.4%",53,"The Hobbit: An Unexpected Journey","-","-","-",51,"true",2012
"499","$96,513,334","-23.9%","$110,869,479","-18.9%",95,"The Hobbit: An Unexpected Journey","-","-","-",51,"false",2012
"500","$126,779,394","+85.4%","$136,705,051","+69%",109,"The Hobbit: An Unexpected Journey","-","-","-",50,"false",2012
"501","$68,367,628","-32.1%","$80,905,506","-29.3%",119,"Skyfall","-","-","-",49,"false",2012
"502","$100,734,688","+42.9%","$114,496,488","+40.5%",108,"The Twilight Saga: Breaking Dawn - Part 2","-","-","-",48,"true",2012
"503","$198,595,121","+33.7%","$207,815,979","+25.9%",107,"The Twilight Saga: Breaking Dawn - Part 2","-","-","-",47,"true",2012
"504","$235,765,617","+34.7%","$244,861,842","+28.5%",49,"The Twilight Saga: Breaking Dawn - Part 2","-","-","-",47,"true",2012
"505","$279,039,688","+34.4%","$289,573,641","+28.6%",50,"The Twilight Saga: Breaking Dawn - Part 2","-","-","-",47,"true",2012
"506","$240,504,453","+50.7%","$250,086,091","+44.1%",115,"The Twilight Saga: Breaking Dawn - Part 2","-","-","-",46,"false",2012
"507","$159,539,986","+34.3%","$173,520,562","+25.4%",120,"Skyfall","-","-","-",45,"false",2012
"508","$118,833,677","+58.8%","$138,368,039","+47.9%",119,"Wreck-It Ralph","-","-","-",44,"false",2012
"509","$74,831,900","-35.3%","$93,548,501","-27.5%",119,"Argo","-","-","-",43,"false",2012
"510","$115,619,564","-1.4%","$129,118,109","-0.7%",118,"Paranormal Activity 4","-","-","-",42,"false",2012
"511","$117,244,701","-9.8%","$129,987,942","-8.6%",117,"Taken 2","-","-","-",41,"false",2012
"512","$147,590,739","+62.2%","$158,700,116","+49.5%",54,"Taken 2","-","-","-",40,"true",2012
"513","$130,018,694","+26.2%","$142,194,488","+19.2%",114,"Taken 2","-","-","-",40,"false",2012
"514","$102,991,094","+43.3%","$119,272,334","+31.2%",122,"Hotel Transylvania","-","-","-",39,"false",2012
"515","$71,888,652","+10.9%","$90,881,797","+4.7%",123,"End of Watch","-","-","-",38,"false",2012
"516","$64,824,244","+38.7%","$86,814,721","+28.2%",124,"Resident Evil: Retribution","-","-","-",37,"false",2012
"517","$46,747,004","-40.4%","$67,728,681","-34.9%",125,"The Possession","-","-","-",36,"false",2012
"518","$100,987,641","+1.6%","$133,965,411","-3.6%",100,"The Possession","-","-","-",35,"true",2012
"519","$78,473,593","+3.6%","$103,958,765","+6%",106,"The Possession","-","-","-",35,"false",2012
"520","$75,735,631","-38.3%","$98,074,600","-29.7%",119,"The Expendables 2","-","-","-",34,"false",2012
"521","$122,759,783","-4.9%","$139,508,493","-1.9%",109,"The Expendables 2","-","-","-",33,"false",2012
"522","$129,143,882","+15.9%","$142,282,599","+15.6%",113,"The Bourne Legacy","-","-","-",32,"false",2012
"523","$111,448,685","-10.3%","$123,067,042","-8.5%",113,"The Dark Knight Rises","-","-","-",31,"false",2012
"524","$124,187,763","-43.9%","$134,433,234","-41.9%",108,"The Dark Knight Rises","-","-","-",30,"false",2012
"525","$221,423,729","+47.6%","$231,285,377","+40.1%",102,"The Dark Knight Rises","-","-","-",29,"false",2012
"526","$150,002,519","-15.9%","$165,029,467","-16.1%",113,"Ice Age: Continental Drift","-","-","-",28,"false",2012
"527","$178,335,880","-6%","$196,767,679","-6.3%",109,"The Amazing Spider-Man","-","-","-",27,"false",2012
"528","$189,645,968","+24.5%","$210,047,382","+27.4%",105,"Ted","-","-","-",26,"false",2012
"529","$152,347,191","+26.3%","$164,829,173","+26.5%",107,"Brave","-","-","-",25,"false",2012
"530","$120,646,402","-29.7%","$130,345,800","-28.2%",111,"Madagascar 3: Europe's Most Wanted","-","-","-",24,"false",2012
"531","$171,705,112","+29.9%","$181,630,363","+27.2%",131,"Madagascar 3: Europe's Most Wanted","-","-","-",23,"false",2012
"532","$132,181,371","-8.4%","$142,828,971","-6.8%",129,"Snow White and the Huntsman","-","-","-",22,"false",2012
"533","$182,669,246","-31%","$194,092,495","-29.9%",111,"Men in Black 3","-","-","-",21,"true",2012
"534","$144,354,167","+7.8%","$153,244,254","+7.3%",119,"Men in Black 3","-","-","-",21,"false",2012
"535","$133,932,974","-16%","$142,764,397","-16.5%",131,"The Avengers","-","-","-",20,"false",2012
"536","$159,498,783","-35.3%","$171,025,163","-33.8%",132,"The Avengers","-","-","-",19,"false",2012
"537","$246,662,936","+170.5%","$258,295,713","+133.6%",134,"The Avengers","-","-","-",18,"false",2012
"538","$91,171,173","-23.3%","$110,593,680","-18.3%",129,"Think Like a Man","-","-","-",17,"false",2012
"539","$118,940,992","+13.4%","$135,415,449","+18%",125,"Think Like a Man","-","-","-",16,"false",2012
"540","$104,850,744","-9.2%","$114,756,312","-7.3%",115,"The Hunger Games","-","-","-",15,"false",2012
"541","$129,893,927","+2.4%","$136,124,614","-8.7%",45,"The Hunger Games","-","-","-",14,"true",2012
"542","$115,439,622","-16.8%","$123,764,607","-16.9%",123,"The Hunger Games","-","-","-",14,"false",2012
"543","$138,772,071","-31.2%","$148,926,320","-30.5%",124,"The Hunger Games","-","-","-",13,"false",2012
"544","$201,664,110","+115.5%","$214,253,387","+93%",115,"The Hunger Games","-","-","-",12,"false",2012
"545","$93,582,069","-19.3%","$110,983,561","-18.9%",116,"21 Jump Street","-","-","-",11,"false",2012
"546","$116,009,145","-20.4%","$136,877,195","-18.8%",127,"The Lorax","-","-","-",10,"false",2012
"547","$145,788,328","+35.8%","$168,466,571","+25.8%",118,"The Lorax","-","-","-",9,"false",2012
"548","$107,371,847","-22.2%","$133,892,090","-16.8%",115,"Act of Valor","-","-","-",8,"false",2012
"549","$164,876,415","+9.4%","$193,509,301","+11.4%",102,"Safe House","-","-","-",7,"true",2012
"550","$137,926,714","-18%","$160,944,778","-16.1%",118,"Safe House","-","-","-",7,"false",2012
"551","$168,289,222","+91%","$191,893,008","+65.8%",111,"The Vow","-","-","-",6,"false",2012
"552","$88,088,338","-3.5%","$115,729,538","-8.4%",105,"Chronicle","-","-","-",5,"false",2012
"553","$91,306,608","-11.4%","$126,328,423","-5.3%",111,"The Grey","-","-","-",4,"false",2012
"554","$103,050,329","-2.5%","$133,441,542","+0.9%",107,"Underworld: Awakening","-","-","-",3,"false",2012
"555","$105,673,270","-12.3%","$132,235,551","-5.2%",103,"Contraband","-","-","-",2,"false",2012
"556","$128,967,569","-1.1%","$162,923,701","+2.5%",74,"Contraband","-","-","-",2,"true",2012
"557","$120,467,366","-10.4%","$139,471,507","-9.9%",93,"The Devil Inside","-","-","-",1,"false",2012
"558","$167,837,974","+24.5%","$197,177,755","+37.3%",81,"The Hobbit: The Desolation of Smaug","-","-","-",52,"false",2013
"559","$134,837,792","-2.6%","$143,571,365","-2.8%",80,"The Hobbit: The Desolation of Smaug","-","-","-",51,"false",2013
"560","$138,369,003","+64.8%","$147,702,714","+56.2%",94,"The Hobbit: The Desolation of Smaug","-","-","-",50,"false",2013
"561","$83,941,456","-16.7%","$94,535,353","-17.4%",96,"Frozen","-","-","-",49,"true",2013
"562","$189,483,142","-4.6%","$208,125,032","+0.1%",104,"The Hunger Games: Catching Fire","-","-","-",48,"true",2013
"563","$224,232,953","-4.9%","$244,535,600","-0.1%",50,"The Hunger Games: Catching Fire","-","-","-",48,"true",2013
"564","$268,488,814","-3.8%","$292,303,215","+0.9%",50,"The Hunger Games: Catching Fire","-","-","-",48,"true",2013
"565","$214,593,579","+86.4%","$226,500,439","+77.9%",109,"The Hunger Games: Catching Fire","-","-","-",47,"false",2013
"566","$115,112,784","-27.1%","$127,348,048","-24.2%",117,"Thor: The Dark World","-","-","-",46,"false",2013
"567","$157,930,421","+36.2%","$167,996,561","+31.2%",124,"Thor: The Dark World","-","-","-",45,"false",2013
"568","$115,987,099","+24.3%","$128,021,451","+24.3%",120,"Ender's Game","-","-","-",44,"false",2013
"569","$93,288,479","+2.8%","$103,005,325","-1.4%",117,"Jackass Presents: Bad Grandpa","-","-","-",43,"false",2013
"570","$90,753,518","-12.3%","$104,483,096","-10.3%",121,"Gravity","-","-","-",42,"false",2013
"571","$103,432,837","-7.2%","$116,527,523","-8%",116,"Gravity","-","-","-",41,"false",2013
"572","$119,207,873","-19.2%","$131,493,515","-17.1%",54,"Gravity","-","-","-",41,"true",2013
"573","$111,457,653","+21.7%","$126,592,855","+17%",132,"Gravity","-","-","-",40,"false",2013
"574","$91,565,449","+31.1%","$108,160,536","+23.9%",135,"Cloudy with a Chance of Meatballs 2","-","-","-",39,"false",2013
"575","$69,831,206","-19.3%","$87,331,800","-15.7%",141,"Prisoners","-","-","-",38,"false",2013
"576","$86,531,368","+40.3%","$103,651,335","+21.9%",134,"Insidious: Chapter 2","-","-","-",37,"false",2013
"577","$61,672,745","-27.4%","$85,014,635","-32%",135,"Riddick","-","-","-",36,"false",2013
"578","$110,020,537","+8.9%","$162,136,448","+21%",112,"The Butler","-","-","-",35,"true",2013
"579","$84,942,972","+1.3%","$124,995,564","+13.8%",117,"One Direction: This Is Us","-","-","-",35,"false",2013
"580","$83,842,081","-26.2%","$109,886,108","-21.2%",116,"The Butler","-","-","-",34,"false",2013
"581","$113,572,527","-17.5%","$139,521,935","-12.4%",116,"The Butler","-","-","-",33,"false",2013
"582","$137,650,749","+16.7%","$159,265,982","+15.3%",103,"Elysium","-","-","-",32,"false",2013
"583","$117,938,083","-22.3%","$138,139,733","-19.9%",100,"2 Guns","-","-","-",31,"false",2013
"584","$151,703,400","-13%","$172,372,267","-11.9%",104,"The Wolverine","-","-","-",30,"false",2013
"585","$174,305,736","-5.2%","$195,751,234","-0.5%",109,"The Conjuring","-","-","-",29,"false",2013
"586","$183,777,279","-16.2%","$196,649,715","-14.4%",109,"Despicable Me 2","-","-","-",28,"false",2013
"587","$219,263,985","+21.5%","$229,781,413","+20.5%",95,"Despicable Me 2","-","-","-",27,"false",2013
"588","$180,411,163","-21.1%","$190,698,431","-20.7%",104,"Monsters University","-","-","-",26,"false",2013
"589","$228,593,120","+18.5%","$240,393,582","+17.8%",107,"Monsters University","-","-","-",25,"false",2013
"590","$192,954,929","+36.5%","$204,034,802","+36.7%",102,"Man of Steel","-","-","-",24,"false",2013
"591","$141,384,924","-11.4%","$149,251,384","-9.8%",105,"The Purge","-","-","-",23,"false",2013
"592","$159,570,972","-35.7%","$165,545,465","-35%",110,"Fast & Furious 6","-","-","-",22,"false",2013
"593","$248,032,672","+68.9%","$254,693,249","+65.5%",106,"Fast & Furious 6","-","-","-",21,"false",2013
"594","$305,927,990","+67.5%","$314,240,146","+61.9%",97,"Fast & Furious 6","-","-","-",21,"true",2013
"595","$146,889,482","-2.5%","$153,855,241","-2.8%",112,"Star Trek Into Darkness","-","-","-",20,"false",2013
"596","$150,642,459","-27.7%","$158,347,179","-27.2%",121,"Iron Man 3","-","-","-",19,"false",2013
"597","$208,434,380","+166.8%","$217,475,021","+135.5%",119,"Iron Man 3","-","-","-",18,"false",2013
"598","$78,125,503","-19%","$92,351,408","-16.6%",120,"Pain & Gain","-","-","-",17,"false",2013
"599","$96,489,683","-7.7%","$110,719,635","-5.1%",120,"Oblivion","-","-","-",16,"false",2013
"600","$104,482,953","-16.3%","$116,712,085","-13.4%",122,"42","-","-","-",15,"false",2013
"601","$124,827,157","-9.3%","$134,763,712","-8.5%",127,"Evil Dead","-","-","-",14,"false",2013
"602","$137,577,314","+8.1%","$147,258,977","+6%",120,"G.I. Joe: Retaliation","-","-","-",13,"false",2013
"603","$155,717,819","+19.9%","$164,811,685","+21.1%",53,"G.I. Joe: Retaliation","-","-","-",13,"true",2013
"604","$127,241,394","+37.1%","$138,891,569","+29.3%",121,"The Croods","-","-","-",12,"false",2013
"605","$92,776,114","-25.5%","$107,411,683","-23.7%",108,"Oz the Great and Powerful","-","-","-",11,"false",2013
"606","$124,576,195","+41.9%","$140,687,760","+28.3%",112,"Oz the Great and Powerful","-","-","-",10,"false",2013
"607","$87,821,690","+4.3%","$109,621,873","+5.9%",106,"Jack the Giant Slayer","-","-","-",9,"false",2013
"608","$84,217,867","-30.6%","$103,534,297","-26.7%",94,"Identity Thief","-","-","-",8,"false",2013
"609","$121,272,933","+47.2%","$141,278,049","+35.6%",99,"A Good Day to Die Hard","-","-","-",7,"false",2013
"610","$143,655,294","-12.9%","$168,341,536","-13%",86,"A Good Day to Die Hard","-","-","-",7,"true",2013
"611","$82,382,252","+26.8%","$104,216,107","+17.5%",101,"Identity Thief","-","-","-",6,"false",2013
"612","$64,959,191","-20%","$88,701,777","-21%",98,"Warm Bodies","-","-","-",5,"false",2013
"613","$81,203,152","-24.6%","$112,228,923","-19.7%",91,"Hansel & Gretel: Witch Hunters","-","-","-",4,"false",2013
"614","$125,704,597","-2.5%","$165,335,690","+1.5%",68,"Mama","-","-","-",3,"true",2013
"615","$107,738,398","-4%","$139,772,817","-0.6%",92,"Mama","-","-","-",3,"false",2013
"616","$112,186,149","-3.7%","$140,670,134","-4.7%",95,"Zero Dark Thirty","-","-","-",2,"false",2013
"617","$116,465,689","-25%","$147,632,550","-18.7%",96,"Texas Chainsaw","-","-","-",1,"false",2013
"618","$178,499,687","+46.2%","$209,570,080","+55.1%",83,"The Hobbit: The Battle of the Five Armies","-","-","-",52,"false",2014
"619","$122,059,385","+65.4%","$135,107,375","+60.8%",78,"The Hobbit: The Battle of the Five Armies","-","-","-",51,"false",2014
"620","$73,808,138","+8.4%","$84,013,268","+7.5%",100,"Exodus: Gods and Kings","-","-","-",50,"false",2014
"621","$68,103,918","-18.9%","$78,180,686","-17.3%",96,"The Hunger Games: Mockingjay - Part 1","-","-","-",49,"true",2014
"622","$151,851,533","-19.9%","$163,791,775","-21.3%",97,"The Hunger Games: Mockingjay - Part 1","-","-","-",48,"true",2014
"623","$179,114,437","-20.1%","$189,771,521","-22.4%",52,"The Hunger Games: Mockingjay - Part 1","-","-","-",48,"true",2014
"624","$214,781,730","-20%","$226,978,340","-22.3%",52,"The Hunger Games: Mockingjay - Part 1","-","-","-",48,"true",2014
"625","$184,467,355","+46.7%","$194,683,879","+38.5%",97,"The Hunger Games: Mockingjay - Part 1","-","-","-",47,"false",2014
"626","$125,728,488","-11.9%","$140,548,635","-10.5%",108,"Dumb and Dumber To","-","-","-",46,"false",2014
"627","$142,643,895","+90.6%","$157,108,227","+65.4%",121,"Big Hero 6","-","-","-",45,"false",2014
"628","$74,843,496","-22.9%","$94,999,696","-18.1%",120,"Ouija","-","-","-",44,"false",2014
"629","$97,071,579","-15.8%","$116,024,797","-12%",122,"Ouija","-","-","-",43,"false",2014
"630","$115,233,422","-12.3%","$131,793,399","-10.6%",117,"Fury","-","-","-",42,"false",2014
"631","$131,383,392","-3.6%","$147,462,707","-1.3%",122,"Gone Girl","-","-","-",41,"false",2014
"632","$150,009,908","+25.8%","$166,940,703","+27%",63,"Gone Girl","-","-","-",41,"true",2014
"633","$136,249,161","+42%","$149,452,204","+38.8%",123,"Gone Girl","-","-","-",40,"false",2014
"634","$95,966,661","+6.6%","$107,678,203","+4.3%",131,"The Equalizer","-","-","-",39,"false",2014
"635","$90,003,667","+22.8%","$103,238,746","+12.9%",124,"The Maze Runner","-","-","-",38,"false",2014
"636","$73,297,493","+52.4%","$91,402,770","+38.1%",122,"No Good Deed","-","-","-",37,"false",2014
"637","$48,083,368","-41.9%","$66,163,578","-39.6%",120,"Guardians of the Galaxy","-","-","-",36,"false",2014
"638","$107,180,218","-2.6%","$141,284,370","-12.9%",94,"Guardians of the Galaxy","-","-","-",35,"true",2014
"639","$82,775,516","-14.8%","$109,546,806","-4.7%",109,"Guardians of the Galaxy","-","-","-",35,"false",2014
"640","$97,178,514","-22.2%","$114,968,447","-19.5%",104,"Guardians of the Galaxy","-","-","-",34,"false",2014
"641","$124,986,010","-26.4%","$142,851,832","-23.3%",105,"Teenage Mutant Ninja Turtles","-","-","-",33,"false",2014
"642","$169,712,505","+1.1%","$186,257,061","<0.1%",115,"Teenage Mutant Ninja Turtles","-","-","-",32,"false",2014
"643","$167,783,615","+27.1%","$186,409,629","+20.4%",109,"Guardians of the Galaxy","-","-","-",31,"false",2014
"644","$132,017,659","+1.1%","$154,787,126","+3.7%",117,"Lucy","-","-","-",30,"false",2014
"645","$130,550,571","-2.4%","$149,206,140","-0.7%",104,"Dawn of the Planet of the Apes","-","-","-",29,"false",2014
"646","$133,801,344","+16%","$150,191,251","+13.4%",117,"Dawn of the Planet of the Apes","-","-","-",28,"false",2014
"647","$115,345,546","-32.6%","$132,438,349","-26.5%",110,"Transformers: Age of Extinction","-","-","-",27,"false",2014
"648","$171,037,682","+26%","$180,104,687","+23.4%",124,"Transformers: Age of Extinction","-","-","-",26,"false",2014
"649","$135,785,499","-23.4%","$145,919,699","-22%",112,"Think Like a Man Too","-","-","-",25,"false",2014
"650","$177,277,722","+15.3%","$187,054,204","+14.8%",124,"22 Jump Street","-","-","-",24,"false",2014
"651","$153,810,858","-2.5%","$162,996,895","-2.1%",111,"The Fault in Our Stars","-","-","-",23,"false",2014
"652","$157,680,341","-10.1%","$166,531,884","-11.1%",110,"Maleficent","-","-","-",22,"false",2014
"653","$216,734,334","-29.2%","$232,102,154","-26.1%",103,"X-Men: Days of Future Past","-","-","-",21,"true",2014
"654","$175,346,822","+4.7%","$187,304,335","+4.9%",108,"X-Men: Days of Future Past","-","-","-",21,"false",2014
"655","$167,395,914","+35.2%","$178,532,518","+30.6%",110,"Godzilla","-","-","-",20,"false",2014
"656","$123,849,070","-12.5%","$136,748,446","-11.3%",113,"Neighbors","-","-","-",19,"false",2014
"657","$141,515,375","+45.2%","$154,089,137","+31.9%",117,"The Amazing Spider-Man 2","-","-","-",18,"false",2014
"658","$97,473,803","-16.2%","$116,798,742","-12.5%",114,"The Other Woman","-","-","-",17,"false",2014
"659","$116,260,430","-11.3%","$133,412,005","-4.7%",112,"Captain America: The Winter Soldier","-","-","-",16,"false",2014
"660","$128,566,271","-17.4%","$144,538,498","-12.3%",52,"Captain America: The Winter Soldier","-","-","-",16,"true",2014
"661","$131,084,472","-15.9%","$140,035,789","-16.2%",109,"Captain America: The Winter Soldier","-","-","-",15,"false",2014
"662","$155,800,774","+24.9%","$167,195,578","+18.8%",115,"Captain America: The Winter Soldier","-","-","-",14,"false",2014
"663","$124,746,109","-3.7%","$140,733,798","-0.5%",107,"Noah","-","-","-",13,"false",2014
"664","$129,583,231","+31.4%","$141,511,040","+24.2%",111,"Divergent","-","-","-",12,"false",2014
"665","$98,624,322","-22.7%","$113,961,674","-20.8%",108,"Mr. Peabody & Sherman","-","-","-",11,"false",2014
"666","$127,539,955","+22.5%","$143,856,540","+16.3%",110,"300: Rise of an Empire","-","-","-",10,"false",2014
"667","$104,089,480","+10.4%","$123,702,145","+10.6%",113,"Non-Stop","-","-","-",9,"false",2014
"668","$94,308,705","-39.5%","$111,894,114","-37.2%",106,"The Lego Movie","-","-","-",8,"false",2014
"669","$155,759,468","+17.4%","$178,203,826","+16.5%",102,"The Lego Movie","-","-","-",7,"false",2014
"670","$182,141,128","+26.8%","$208,762,307","+24%",84,"The Lego Movie","-","-","-",7,"true",2014
"671","$132,710,403","+101.4%","$152,984,502","+77.7%",109,"The Lego Movie","-","-","-",6,"false",2014
"672","$65,887,288","-29.5%","$86,093,764","-27.1%",95,"Ride Along","-","-","-",5,"false",2014
"673","$93,470,822","-36.4%","$118,158,602","-33%",97,"Ride Along","-","-","-",4,"false",2014
"674","$177,312,805","+41.1%","$213,241,808","+29%",68,"Ride Along","-","-","-",3,"true",2014
"675","$146,864,924","+30.6%","$176,376,093","+25.4%",88,"Ride Along","-","-","-",3,"false",2014
"676","$112,448,084","-5.5%","$140,678,920","-0.4%",90,"Lone Survivor","-","-","-",2,"false",2014
"677","$118,936,215","-29.1%","$141,235,662","-28.4%",82,"Frozen","-","-","-",1,"false",2014
"678","$273,024,546","-9.8%","$296,447,415","-5.4%",72,"Star Wars: Episode VII - The Force Awakens","-","-","-",52,"false",2015
"679","$302,697,164","+353.8%","$313,284,961","+304.5%",86,"Star Wars: Episode VII - The Force Awakens","-","-","-",51,"false",2015
"680","$66,695,452","-23.1%","$77,446,378","-20.8%",92,"The Hunger Games: Mockingjay - Part 2","-","-","-",50,"false",2015
"681","$86,761,557","+27.4%","$97,833,704","+25.1%",95,"The Hunger Games: Mockingjay - Part 2","-","-","-",49,"true",2015
"682","$167,805,985","+10.5%","$182,526,007","+11.4%",86,"The Hunger Games: Mockingjay - Part 2","-","-","-",48,"true",2015
"683","$199,324,369","+11.3%","$215,717,632","+13.7%",48,"The Hunger Games: Mockingjay - Part 2","-","-","-",48,"true",2015
"684","$238,078,648","+10.8%","$256,957,261","+13.2%",48,"The Hunger Games: Mockingjay - Part 2","-","-","-",48,"true",2015
"685","$163,255,301","+74.4%","$173,610,096","+60.7%",110,"The Hunger Games: Mockingjay - Part 2","-","-","-",47,"false",2015
"686","$93,635,619","-37.1%","$108,047,802","-33.3%",112,"Spectre","-","-","-",46,"false",2015
"687","$148,792,362","+154.6%","$161,918,615","+118.4%",112,"Spectre","-","-","-",45,"false",2015
"688","$58,434,174","-34.9%","$74,128,462","-29.9%",108,"The Martian","-","-","-",44,"false",2015
"689","$89,803,867","-17.5%","$105,775,731","-13%",110,"The Martian","-","-","-",43,"false",2015
"690","$108,805,935","+1.9%","$121,579,792","+2.2%",108,"Goosebumps","-","-","-",42,"false",2015
"691","$122,246,820","-18.5%","$133,112,208","-20.3%",51,"The Martian","-","-","-",41,"true",2015
"692","$106,804,689","-23.6%","$118,992,658","-20.6%",112,"The Martian","-","-","-",41,"false",2015
"693","$139,834,346","+11.3%","$149,772,643","+8.7%",123,"The Martian","-","-","-",40,"false",2015
"694","$125,667,878","+30.7%","$137,820,669","+22.2%",118,"Hotel Transylvania 2","-","-","-",39,"false",2015
"695","$96,138,932","+17.8%","$112,827,167","+10.1%",114,"Maze Runner: The Scorch Trials","-","-","-",38,"false",2015
"696","$81,621,359","+36%","$102,512,365","+13.2%",110,"The Perfect Guy","-","-","-",37,"false",2015
"697","$78,105,044","-27.1%","$116,912,740","-17.3%",85,"War Room","-","-","-",36,"true",2015
"698","$60,032,495","-5%","$90,555,329","+3.1%",95,"War Room","-","-","-",36,"false",2015
"699","$63,160,916","-26%","$87,836,416","-17.6%",96,"Straight Outta Compton","-","-","-",35,"false",2015
"700","$85,356,247","-34.2%","$106,631,353","-28%",94,"Straight Outta Compton","-","-","-",34,"false",2015
"701","$129,704,209","+14.5%","$148,106,885","+12.3%",98,"Straight Outta Compton","-","-","-",33,"false",2015
"702","$113,252,833","-16.8%","$131,916,514","-9.8%",94,"Mission: Impossible - Rogue Nation","-","-","-",32,"false",2015
"703","$136,167,805","-1.5%","$146,282,363","-3.1%",95,"Mission: Impossible - Rogue Nation","-","-","-",31,"false",2015
"704","$138,254,037","-22.5%","$151,040,028","-22.1%",100,"Ant-Man","-","-","-",30,"false",2015
"705","$178,494,977","-12%","$193,925,542","-9.8%",100,"Ant-Man","-","-","-",29,"false",2015
"706","$202,943,834","+59.8%","$215,076,951","+58.9%",103,"Minions","-","-","-",28,"false",2015
"707","$127,004,488","-27%","$135,328,419","-26.5%",88,"Inside Out","-","-","-",27,"false",2015
"708","$174,073,731","-27.1%","$184,087,635","-25.8%",101,"Jurassic World","-","-","-",26,"false",2015
"709","$238,740,396","-10.3%","$248,039,944","-9.4%",90,"Jurassic World","-","-","-",25,"false",2015
"710","$266,035,144","+116.7%","$273,785,662","+106.2%",88,"Jurassic World","-","-","-",24,"false",2015
"711","$122,790,825","-6.4%","$132,771,309","-4.1%",89,"Spy","-","-","-",23,"false",2015
"712","$131,136,807","-9.3%","$138,472,506","-10.1%",83,"San Andreas","-","-","-",22,"false",2015
"713","$182,887,788","-15.6%","$194,717,763","-16.1%",81,"Tomorrowland","-","-","-",21,"true",2015
"714","$144,619,728","-17.6%","$154,080,020","-16.5%",92,"Tomorrowland","-","-","-",21,"false",2015
"715","$175,540,242","+46.7%","$184,554,442","+40.5%",93,"Pitch Perfect 2","-","-","-",20,"false",2015
"716","$119,640,318","-46.6%","$131,347,747","-43.6%",97,"Avengers: Age of Ultron","-","-","-",19,"false",2015
"717","$223,967,813","+179.5%","$232,873,431","+139.1%",102,"Avengers: Age of Ultron","-","-","-",18,"false",2015
"718","$80,145,066","-26.2%","$97,392,898","-18.7%",117,"Furious 7","-","-","-",17,"false",2015
"719","$108,634,824","-12%","$119,720,998","-9%",111,"Furious 7","-","-","-",16,"false",2015
"720","$123,487,605","-43%","$131,496,504","-41.4%",103,"Furious 7","-","-","-",15,"false",2015
"721","$240,859,409","+87.3%","$247,143,426","+71%",45,"Furious 7","-","-","-",14,"true",2015
"722","$216,669,859","+54.9%","$224,366,628","+49.3%",96,"Furious 7","-","-","-",14,"false",2015
"723","$139,905,374","+19.2%","$150,316,547","+14.8%",98,"Home","-","-","-",13,"false",2015
"724","$117,323,618","+1.5%","$130,961,022","-0.5%",97,"The Divergent Series: Insurgent","-","-","-",12,"false",2015
"725","$115,580,190","+60%","$131,677,520","+47.3%",94,"Cinderella","-","-","-",11,"false",2015
"726","$72,251,925","-19.2%","$89,415,791","-16.3%",94,"Chappie","-","-","-",10,"false",2015
"727","$89,378,196","-13.9%","$106,785,872","-10.1%",98,"Focus","-","-","-",9,"false",2015
"728","$103,802,091","-47.1%","$118,837,843","-44.5%",90,"Fifty Shades of Grey","-","-","-",8,"false",2015
"729","$196,187,392","+47.8%","$213,956,193","+40.7%",88,"Fifty Shades of Grey","-","-","-",7,"false",2015
"730","$226,114,046","+24.1%","$247,208,470","+18.4%",75,"Fifty Shades of Grey","-","-","-",7,"true",2015
"731","$132,753,774","+65.8%","$152,017,118","+48.6%",95,"The SpongeBob Movie: Sponge Out of Water","-","-","-",6,"false",2015
"732","$80,089,127","-41.3%","$102,289,935","-35.9%",95,"American Sniper","-","-","-",5,"false",2015
"733","$136,480,820","-23.7%","$159,469,503","-21.5%",93,"American Sniper","-","-","-",4,"false",2015
"734","$220,660,699","+24.4%","$250,809,036","+17.6%",71,"American Sniper","-","-","-",3,"true",2015
"735","$178,963,570","+70.9%","$203,241,390","+60.9%",87,"American Sniper","-","-","-",3,"false",2015
"736","$104,708,370","-16.8%","$126,281,581","-18.6%",87,"Taken 3","-","-","-",2,"false",2015
"737","$125,851,864","-29.5%","$155,083,722","-26%",89,"The Hobbit: The Battle of the Five Armies","-","-","-",1,"false",2015
"738","$220,396,876","-7.3%","$246,770,071","-11.1%",68,"Rogue One: A Star Wars Story","-","-","-",53,"true",2016
"739","$166,381,697","+0.8%","$186,656,052","+2.9%",81,"Rogue One: A Star Wars Story","-","-","-",53,"false",2016
"740","$250,611,546","+47.7%","$274,763,402","+34.1%",67,"Rogue One: A Star Wars Story","-","-","-",52,"true",2016
"741","$165,020,197","-18.9%","$181,350,322","-14.3%",82,"Rogue One: A Star Wars Story","-","-","-",52,"false",2016
"742","$203,485,726","+184.3%","$211,583,035","+152.7%",99,"Rogue One: A Star Wars Story","-","-","-",51,"false",2016
"743","$71,566,771","-14.5%","$83,717,240","-12.6%",114,"Moana","-","-","-",50,"false",2016
"744","$83,749,622","-3.5%","$95,805,897","-2.1%",131,"Moana","-","-","-",49,"true",2016
