"","Top 10 Gross","%± LW...2","Overall Gross","%± LW...4","Releases","#1 Release","Genre","Budget","Running Time","Week","Long Weekend","Year"
"243","$138,054,963","+58.3%","$158,169,212","+40.6%",95,"Ghost Rider","-","-","-",7,"false",2007
"244","$87,192,120","+31.8%","$112,489,027","+21.6%",113,"Norbit","-","-","-",6,"false",2007
"245","$66,162,832","-19.6%","$92,529,640","-22.1%",119,"The Messengers","-","-","-",5,"false",2007
"246","$82,251,314","+22.7%","$118,760,415","+18.7%",106,"Epic Movie","-","-","-",4,"false",2007
"247","$67,053,906","-25.9%","$100,056,605","-21.8%",105,"Stomp the Yard","-","-","-",3,"false",2007
"248","$90,498,028","-5.2%","$127,921,516","-3.6%",96,"Stomp the Yard","-","-","-",2,"false",2007
"249","$110,241,732","-3.6%","$156,137,695","+1.1%",102,"Stomp the Yard","-","-","-",2,"true",2007
"250","$95,437,440","-28.9%","$132,739,670","-18.2%",102,"Night at the Museum","-","-","-",1,"false",2007
"251","$169,982,431","+119.5%","$201,594,006","+127.8%",85,"Marley & Me","-","-","-",52,"false",2008
"252","$77,424,767","-1.4%","$88,506,299","-3.5%",92,"Yes Man","-","-","-",51,"false",2008
"253","$78,517,597","+6.9%","$91,696,655","+11.2%",105,"The Day the Earth Stood Still","-","-","-",50,"false",2008
"254","$73,440,488","+7.3%","$82,434,771","-2.4%",115,"Four Christmases","-","-","-",49,"true",2008
"255","$152,333,947","+8.8%","$162,603,106","+0.3%",105,"Four Christmases","-","-","-",48,"true",2008
"256","$185,072,958","+9.4%","$194,205,391","+0.3%",53,"Four Christmases","-","-","-",48,"true",2008
"257","$218,303,171","+9.1%","$228,766,509","+0.2%",53,"Four Christmases","-","-","-",48,"true",2008
"258","$154,817,872","+14.9%","$164,744,894","+10.8%",118,"Twilight","-","-","-",47,"false",2008
"259","$134,787,672","+9.2%","$148,685,590","+4.3%",127,"Quantum of Solace","-","-","-",46,"false",2008
"260","$123,379,106","+78%","$142,496,307","+62.5%",134,"Madagascar: Escape 2 Africa","-","-","-",45,"false",2008
"261","$69,307,204","-40.2%","$87,673,009","-34.8%",140,"High School Musical 3: Senior Year","-","-","-",44,"false",2008
"262","$115,860,151","+44.8%","$134,501,763","+34.2%",135,"High School Musical 3: Senior Year","-","-","-",43,"false",2008
"263","$79,992,286","-1%","$100,261,162","-1.6%",131,"Max Payne","-","-","-",42,"false",2008
"264","$80,803,153","-10.8%","$101,937,331","-10.3%",139,"Beverly Hills Chihuahua","-","-","-",41,"false",2008
"265","$91,420,183","+27%","$113,091,916","+22.6%",60,"Beverly Hills Chihuahua","-","-","-",41,"true",2008
"266","$90,629,110","+10.3%","$113,697,851","+12.2%",126,"Beverly Hills Chihuahua","-","-","-",40,"false",2008
"267","$82,148,111","+12.8%","$101,343,749","+13.5%",125,"Eagle Eye","-","-","-",39,"false",2008
"268","$72,805,930","-11.4%","$89,307,263","-11.6%",137,"Lakeview Terrace","-","-","-",38,"false",2008
"269","$82,159,485","+77.3%","$101,041,980","+48.6%",131,"Burn After Reading","-","-","-",37,"false",2008
"270","$46,350,874","-32.4%","$68,005,476","-30.7%",126,"Bangkok Dangerous","-","-","-",36,"false",2008
"271","$85,925,307","-24.4%","$123,794,714","-16.5%",120,"Tropic Thunder","-","-","-",35,"true",2008
"272","$68,515,837","-17.1%","$98,191,562","-7.5%",121,"Tropic Thunder","-","-","-",35,"false",2008
"273","$82,667,170","-22.3%","$106,158,138","-15.1%",120,"Tropic Thunder","-","-","-",34,"false",2008
"274","$106,423,430","-1.8%","$125,105,639","+2.9%",123,"Tropic Thunder","-","-","-",33,"false",2008
"275","$108,322,998","-23.1%","$121,575,179","-20.6%",123,"The Dark Knight","-","-","-",32,"false",2008
"276","$140,934,095","-17.4%","$153,060,805","-15.4%",122,"The Dark Knight","-","-","-",31,"false",2008
"277","$170,701,895","-32%","$180,876,759","-30.6%",120,"The Dark Knight","-","-","-",30,"false",2008
"278","$250,971,601","+79.4%","$260,528,431","+72.1%",122,"The Dark Knight","-","-","-",29,"false",2008
"279","$139,919,684","-6.7%","$151,360,113","-5.5%",127,"Hellboy II: The Golden Army","-","-","-",28,"false",2008
"280","$149,925,900","-15.3%","$160,175,719","-13.6%",116,"Hancock","-","-","-",27,"false",2008
"281","$176,907,464","+30.2%","$185,436,843","+29.5%",129,"WALL·E","-","-","-",26,"false",2008
"282","$135,822,136","-22.4%","$143,215,343","-20.4%",123,"Get Smart","-","-","-",25,"false",2008
"283","$174,921,744","+3%","$179,896,805","+2.5%",127,"The Incredible Hulk","-","-","-",24,"false",2008
"284","$169,909,290","+4.1%","$175,464,379","+4.1%",123,"Kung Fu Panda","-","-","-",23,"false",2008
"285","$163,144,136","-2.1%","$168,531,880","-2.2%",134,"Sex and the City","-","-","-",22,"false",2008
"286","$212,296,393","-13.1%","$219,455,440","-14.1%",118,"Indiana Jones and the Kingdom of the Crystal Skull","-","-","-",21,"true",2008
"287","$166,568,045","+33.5%","$172,319,606","+30.1%",121,"Indiana Jones and the Kingdom of the Crystal Skull","-","-","-",21,"false",2008
"288","$124,788,668","+7.6%","$132,484,294","+5.5%",135,"The Chronicles of Narnia: Prince Caspian","-","-","-",20,"false",2008
"289","$115,983,162","-21.9%","$125,571,278","-21%",136,"Iron Man","-","-","-",19,"false",2008
"290","$148,431,129","+95.2%","$159,000,645","+74.3%",135,"Iron Man","-","-","-",18,"false",2008
"291","$76,023,855","-4.6%","$91,236,400","-2.8%",145,"Baby Mama","-","-","-",17,"false",2008
"292","$79,673,117","+2.4%","$93,848,411","-1.4%",134,"The Forbidden Kingdom","-","-","-",16,"false",2008
"293","$77,792,738","+2.1%","$95,162,842","-0.7%",125,"Prom Night","-","-","-",15,"false",2008
"294","$76,219,857","-10.9%","$95,797,267","-10.4%",129,"21","-","-","-",14,"false",2008
"295","$85,512,670","-9.7%","$106,960,934","-6.1%",123,"21","-","-","-",13,"false",2008
"296","$107,553,652","-9.2%","$125,354,528","-9.5%",59,"Horton Hears a Who!","-","-","-",12,"true",2008
"297","$94,656,916","-7.1%","$113,866,325","-5.7%",118,"Horton Hears a Who!","-","-","-",12,"false",2008
"298","$101,862,262","+17.2%","$120,687,394","+12.4%",124,"Horton Hears a Who!","-","-","-",11,"false",2008
"299","$86,928,662","+17.7%","$107,381,602","+9.9%",119,"10,000 BC","-","-","-",10,"false",2008
"300","$73,841,003","-13.3%","$97,723,152","-11.5%",118,"Semi-Pro","-","-","-",9,"false",2008
"301","$85,162,089","-23.6%","$110,410,094","-20.6%",114,"Vantage Point","-","-","-",8,"false",2008
"302","$111,505,912","+33.6%","$139,052,789","+23.9%",99,"Jumper","-","-","-",7,"false",2008
"303","$133,761,458","-18%","$167,469,892","-11.2%",100,"Jumper","-","-","-",7,"true",2008
"304","$83,480,396","-12%","$112,262,045","-12.8%",107,"Fool's Gold","-","-","-",6,"false",2008
"305","$94,843,468","-13.1%","$128,681,821","-10.7%",107,"Hannah Montana and Miley Cyrus: Best of Both Worlds Concert","-","-","-",5,"false",2008
"306","$109,183,558","-13.8%","$144,150,492","-6.8%",108,"Meet the Spartans","-","-","-",4,"false",2008
"307","$151,470,763","+37.4%","$187,094,009","+19.8%",95,"Cloverfield","-","-","-",3,"true",2008
"308","$126,624,750","+28.2%","$154,669,517","+18.6%",101,"Cloverfield","-","-","-",3,"false",2008
"309","$98,786,197","-12.2%","$130,426,078","-6.7%",98,"The Bucket List","-","-","-",2,"false",2008
"310","$112,470,805","-28.8%","$139,793,714","-24.8%",89,"National Treasure: Book of Secrets","-","-","-",1,"false",2008
"311","$255,212,095","+102%","$270,119,719","+95.8%",83,"Avatar","-","-","-",52,"false",2009
"312","$126,343,342","+52.9%","$137,963,395","+42.1%",96,"Avatar","-","-","-",51,"false",2009
"313","$82,656,512","-4.2%","$97,058,602","-2.6%",104,"The Princess and the Frog","-","-","-",50,"false",2009
"314","$86,237,399","+17.4%","$99,663,975","+20.9%",113,"The Blind Side","-","-","-",49,"true",2009
"315","$172,369,237","+13.2%","$186,348,522","+14.6%",109,"The Twilight Saga: New Moon","-","-","-",48,"true",2009
"316","$212,001,958","+14.6%","$225,057,670","+15.9%",55,"The Twilight Saga: New Moon","-","-","-",48,"true",2009
"317","$251,418,028","+15.2%","$266,644,110","+16.6%",55,"The Twilight Saga: New Moon","-","-","-",48,"true",2009
"318","$246,948,248","+98.9%","$258,576,253","+84.7%",123,"The Twilight Saga: New Moon","-","-","-",47,"false",2009
"319","$124,130,245","+20.6%","$139,985,928","+16.8%",128,"2012","-","-","-",46,"false",2009
"320","$102,932,989","+32.8%","$119,864,425","+31.9%",128,"A Christmas Carol","-","-","-",45,"false",2009
"321","$77,489,382","-23.2%","$90,874,415","-21.7%",133,"This Is It","-","-","-",44,"false",2009
"322","$100,949,943","-19%","$116,118,451","-16.2%",135,"Paranormal Activity","-","-","-",43,"false",2009
"323","$124,637,638","+35.6%","$138,588,159","+25.9%",135,"Where the Wild Things Are","-","-","-",42,"false",2009
"324","$105,261,988","+15.1%","$123,465,598","+9.2%",57,"Couples Retreat","-","-","-",41,"true",2009
"325","$91,892,437","+5.1%","$110,115,725","+2.8%",133,"Couples Retreat","-","-","-",41,"false",2009
"326","$87,465,911","+10.2%","$107,092,990","+10.6%",130,"Zombieland","-","-","-",40,"false",2009
"327","$79,376,189","-4.6%","$96,863,428","-5%",137,"Cloudy with a Chance of Meatballs","-","-","-",39,"false",2009
"328","$83,214,524","+16.5%","$101,915,572","+10.4%",132,"Cloudy with a Chance of Meatballs","-","-","-",38,"false",2009
"329","$71,451,514","-6.5%","$92,274,610","-5.6%",122,"I Can Do Bad All by Myself","-","-","-",37,"false",2009
"330","$76,384,281","-27.5%","$97,776,362","-21.8%",110,"The Final Destination","-","-","-",36,"false",2009
"331","$96,256,938","+12%","$124,476,257","+0.6%",108,"The Final Destination","-","-","-",36,"true",2009
"332","$105,329,392","-1.1%","$125,028,168","-1.8%",119,"The Final Destination","-","-","-",35,"false",2009
"333","$106,503,767","-10.6%","$127,268,259","-10.7%",120,"Inglourious Basterds","-","-","-",34,"false",2009
"334","$119,101,428","-5.2%","$142,476,028","-3.1%",116,"District 9","-","-","-",33,"false",2009
"335","$125,660,546","+17.3%","$147,046,404","+15.1%",115,"G.I. Joe: The Rise of Cobra","-","-","-",32,"false",2009
"336","$107,143,812","-22.5%","$127,760,028","-15.7%",119,"Funny People","-","-","-",31,"false",2009
"337","$138,205,853","-8.1%","$151,593,131","-5.6%",112,"G-Force","-","-","-",30,"false",2009
"338","$150,389,463","+13.7%","$160,546,686","+12%",112,"Harry Potter and the Half-Blood Prince","-","-","-",29,"false",2009
"339","$132,244,941","-13.4%","$143,315,556","-11.8%",107,"Brüno","-","-","-",28,"false",2009
"340","$152,619,904","-19.9%","$162,461,789","-19.1%",103,"Transformers: Revenge of the Fallen","-","-","-",27,"false",2009
"341","$190,609,317","+36.4%","$200,752,945","+33%",114,"Transformers: Revenge of the Fallen","-","-","-",26,"false",2009
"342","$139,770,972","+8.1%","$150,983,198","+9.5%",124,"The Proposal","-","-","-",25,"false",2009
"343","$129,330,317","-18.1%","$137,931,239","-16.7%",125,"The Hangover","-","-","-",24,"false",2009
"344","$157,921,508","-1.2%","$165,598,060","-0.3%",120,"The Hangover","-","-","-",23,"false",2009
"345","$159,873,985","-5%","$166,122,627","-5.8%",110,"Up","-","-","-",22,"false",2009
"346","$168,355,487","+31.4%","$176,294,011","+28.3%",112,"Night at the Museum: Battle of the Smithsonian","-","-","-",21,"false",2009
"347","$211,868,707","-0.2%","$221,901,103","+1.1%",112,"Night at the Museum: Battle of the Smithsonian","-","-","-",21,"true",2009
"348","$128,079,406","-7.8%","$137,460,577","-8.1%",112,"Angels & Demons","-","-","-",20,"false",2009
"349","$138,843,581","-5.3%","$149,643,723","-5.5%",118,"Star Trek","-","-","-",19,"false",2009
"350","$146,572,798","+46.1%","$158,300,469","+39%",109,"X-Men Origins: Wolverine","-","-","-",18,"false",2009
"351","$100,327,984","+3%","$113,860,937","+4.9%",118,"Obsessed","-","-","-",17,"false",2009
"352","$97,370,546","-20.3%","$108,497,129","-18.8%",119,"17 Again","-","-","-",16,"false",2009
"353","$122,113,373","-16.4%","$133,634,913","-13.9%",112,"Hannah Montana: The Movie","-","-","-",15,"false",2009
"354","$137,209,381","+27.6%","$148,228,465","+18.2%",49,"Hannah Montana: The Movie","-","-","-",15,"true",2009
"355","$146,086,888","+7%","$155,220,674","+6%",109,"Fast & Furious","-","-","-",14,"false",2009
"356","$136,575,156","+46.6%","$146,427,563","+38.9%",106,"Monsters vs. Aliens","-","-","-",13,"false",2009
"357","$93,174,791","+10.7%","$105,454,531","+4.7%",109,"Knowing","-","-","-",12,"false",2009
"358","$84,204,182","-13.8%","$100,713,824","-13.8%",102,"Race to Witch Mountain","-","-","-",11,"false",2009
"359","$97,720,570","+21.4%","$116,828,485","+4.7%",110,"Watchmen","-","-","-",10,"false",2009
"360","$80,508,972","-28.2%","$111,557,492","-21.7%",99,"Madea Goes to Jail","-","-","-",9,"false",2009
"361","$112,141,559","-26.2%","$142,472,042","-24.6%",95,"Madea Goes to Jail","-","-","-",8,"false",2009
"362","$151,899,971","+22.5%","$188,927,999","+22.2%",93,"Friday the 13th","-","-","-",7,"false",2009
"363","$176,130,106","+31.7%","$220,039,425","+31.4%",91,"Friday the 13th","-","-","-",7,"true",2009
"364","$124,041,046","+29.3%","$154,595,414","+21.9%",93,"He's Just Not That Into You","-","-","-",6,"false",2009
"365","$95,933,299","-19.1%","$126,798,123","-20.9%",93,"Taken","-","-","-",5,"false",2009
"366","$118,605,040","-23.2%","$160,294,864","-16.9%",91,"Paul Blart: Mall Cop","-","-","-",4,"false",2009
"367","$184,673,846","+21.9%","$231,208,273","+23.6%",85,"Paul Blart: Mall Cop","-","-","-",3,"true",2009
"368","$154,456,350","+27.1%","$192,904,086","+31.7%",90,"Paul Blart: Mall Cop","-","-","-",3,"false",2009
"369","$121,541,116","-1.4%","$146,505,600","-4.5%",92,"Gran Torino","-","-","-",2,"false",2009
"370","$123,210,617","-27.5%","$153,373,765","-23.9%",89,"Marley & Me","-","-","-",1,"false",2009
"371","$137,343,062","+10.6%","$159,345,245","+13.9%",99,"Little Fockers","-","-","-",53,"false",2010
"372","$124,133,496","-0.7%","$139,938,201","+3.9%",97,"Little Fockers","-","-","-",52,"false",2010
"373","$124,993,526","+53.3%","$134,672,257","+46.6%",112,"Tron: Legacy","-","-","-",51,"false",2010
"374","$81,560,957","+8.7%","$91,871,496","+6.4%",119,"The Chronicles of Narnia: The Voyage of the Dawn Treader","-","-","-",50,"false",2010
"375","$75,004,741","-13%","$86,325,286","-13.4%",119,"Tangled","-","-","-",49,"true",2010
"376","$167,833,958","-2.6%","$181,242,458","-2.7%",103,"Harry Potter and the Deathly Hallows: Part 1","-","-","-",48,"true",2010
"377","$201,819,715","-4.8%","$215,713,375","-4.2%",49,"Harry Potter and the Deathly Hallows: Part 1","-","-","-",48,"true",2010
"378","$242,152,785","-3.7%","$257,951,386","-3.3%",48,"Harry Potter and the Deathly Hallows: Part 1","-","-","-",48,"true",2010
"379","$184,491,055","+71.3%","$194,526,066","+60.2%",114,"Harry Potter and the Deathly Hallows: Part 1","-","-","-",47,"false",2010
"380","$107,692,567","-22%","$121,393,329","-20.3%",123,"Megamind","-","-","-",46,"false",2010
"381","$138,136,720","+68.3%","$152,229,980","+62.8%",124,"Megamind","-","-","-",45,"false",2010
"382","$82,076,962","-30%","$93,503,374","-27.9%",125,"Saw 3D","-","-","-",44,"false",2010
"383","$117,205,902","+0.1%","$129,623,238","-1.5%",126,"Paranormal Activity 2","-","-","-",43,"false",2010
"384","$117,078,913","+52.3%","$131,587,463","+41.7%",144,"Jackass 3D","-","-","-",42,"false",2010
"385","$87,413,887","-17%","$103,670,689","-16%",52,"The Social Network","-","-","-",41,"true",2010
"386","$76,880,100","-6.9%","$92,845,180","-2.3%",133,"The Social Network","-","-","-",41,"false",2010
"387","$82,543,307","-7.2%","$95,043,566","-5.6%",140,"The Social Network","-","-","-",40,"false",2010
"388","$88,901,910","+5.4%","$100,709,968","<0.1%",138,"Wall Street: Money Never Sleeps","-","-","-",39,"false",2010
"389","$84,334,484","+36.7%","$100,674,305","+22.8%",135,"The Town","-","-","-",38,"false",2010
"390","$61,707,602","-17.2%","$81,958,202","-22%",123,"Resident Evil: Afterlife","-","-","-",37,"false",2010
"391","$74,512,580","-14.6%","$105,085,438","-8.5%",113,"The American","-","-","-",36,"false",2010
"392","$93,408,796","-3%","$132,758,175","+6.7%",111,"The American","-","-","-",36,"true",2010
"393","$87,206,831","-14.6%","$114,807,532","-10.6%",113,"Takers","-","-","-",35,"false",2010
"394","$102,089,078","-20.1%","$128,353,711","-10.6%",115,"The Expendables","-","-","-",34,"false",2010
"395","$127,804,668","+8.5%","$143,572,917","+7.7%",110,"The Expendables","-","-","-",33,"false",2010
"396","$117,746,775","-8.6%","$133,296,768","-8.2%",110,"The Other Guys","-","-","-",32,"false",2010
"397","$128,821,145","-14.6%","$145,266,883","-10.5%",106,"Inception","-","-","-",31,"false",2010
"398","$150,757,392","-10.9%","$162,240,124","-8.9%",103,"Inception","-","-","-",30,"false",2010
"399","$169,206,774","-7.3%","$178,138,271","-7.1%",106,"Inception","-","-","-",29,"false",2010
"400","$182,442,390","+1.9%","$191,704,186","+1.9%",110,"Despicable Me","-","-","-",28,"false",2010
"401","$238,231,616","+16.9%","$250,408,407","+10.9%",96,"The Twilight Saga: Eclipse","-","-","-",27,"true",2010
"402","$179,066,707","+16%","$188,212,207","+13.9%",101,"The Twilight Saga: Eclipse","-","-","-",27,"false",2010
"403","$154,390,043","-17.7%","$165,180,607","-17.3%",106,"Toy Story 3","-","-","-",26,"false",2010
"404","$187,642,041","+33.6%","$199,685,836","+31.8%",116,"Toy Story 3","-","-","-",25,"false",2010
"405","$140,451,060","+16.5%","$151,488,729","+17.6%",117,"The Karate Kid","-","-","-",24,"false",2010
"406","$120,565,073","-16.2%","$128,826,490","-15.2%",120,"Shrek Forever After","-","-","-",23,"false",2010
"407","$143,797,811","+1.7%","$151,897,664","+0.9%",105,"Shrek Forever After","-","-","-",22,"false",2010
"408","$182,383,311","-13.9%","$192,706,796","-13.2%",103,"Shrek Forever After","-","-","-",22,"true",2010
"409","$141,404,309","+9.4%","$150,510,497","+7.8%",114,"Shrek Forever After","-","-","-",21,"false",2010
"410","$129,275,088","-22.9%","$139,644,680","-22.3%",116,"Iron Man 2","-","-","-",20,"false",2010
"411","$167,701,822","+90.7%","$179,789,106","+75.9%",116,"Iron Man 2","-","-","-",19,"false",2010
"412","$87,924,993","+2.5%","$102,227,580","+2.1%",116,"A Nightmare on Elm Street","-","-","-",18,"false",2010
"413","$85,792,705","-20.6%","$100,098,936","-16.7%",117,"How to Train Your Dragon","-","-","-",17,"false",2010
"414","$108,077,823","-8.1%","$120,177,056","-5.8%",117,"Kick-Ass","-","-","-",16,"false",2010
"415","$117,570,469","-29.3%","$127,582,200","-28.2%",115,"Clash of the Titans","-","-","-",15,"false",2010
"416","$187,711,319","+36.8%","$198,446,177","+33.9%",44,"Clash of the Titans","-","-","-",14,"true",2010
"417","$166,220,519","+47.1%","$177,632,872","+38.1%",112,"Clash of the Titans","-","-","-",14,"false",2010
"418","$113,036,610","+2%","$128,664,080","+1.3%",112,"How to Train Your Dragon","-","-","-",13,"false",2010
"419","$110,799,129","-14.5%","$126,978,873","-13.9%",109,"Alice in Wonderland","-","-","-",12,"false",2010
"420","$129,609,144","-29%","$147,526,258","-25.1%",106,"Alice in Wonderland","-","-","-",11,"false",2010
"421","$182,536,400","+75.2%","$196,996,205","+65.3%",107,"Alice in Wonderland","-","-","-",10,"false",2010
"422","$104,201,694","-12%","$119,202,708","-11%",107,"Shutter Island","-","-","-",9,"false",2010
"423","$118,472,680","-35.3%","$133,902,273","-34.6%",108,"Shutter Island","-","-","-",8,"false",2010
"424","$182,998,695","+93.1%","$204,746,196","+79.6%",95,"Valentine's Day","-","-","-",7,"false",2010
"425","$213,524,058","+21.2%","$239,380,299","+8.8%",87,"Valentine's Day","-","-","-",7,"true",2010
"426","$94,786,281","-8.8%","$113,987,051","-9.1%",100,"Dear John","-","-","-",6,"false",2010
"427","$103,970,747","-13.4%","$125,460,594","-13.1%",93,"Avatar","-","-","-",5,"false",2010
"428","$120,045,516","-19.4%","$144,384,498","-15.1%",93,"Avatar","-","-","-",4,"false",2010
"429","$183,162,436","-0.8%","$209,509,035","-9.4%",83,"Avatar","-","-","-",3,"true",2010
"430","$148,859,116","+2.6%","$170,071,252","+6.1%",96,"Avatar","-","-","-",3,"false",2010
"431","$145,045,666","-29%","$160,275,182","-27.2%",86,"Avatar","-","-","-",2,"false",2010
"432","$204,295,752","-20%","$220,307,116","-18.4%",80,"Avatar","-","-","-",1,"false",2010
"433","$173,320,352","-25.6%","$200,114,665","-27.2%",76,"Mission: Impossible - Ghost Protocol","-","-","-",52,"true",2011
"434","$134,488,475","+22%","$154,783,233","+20.9%",81,"Mission: Impossible - Ghost Protocol","-","-","-",52,"false",2011
"435","$172,035,139","-21.8%","$198,065,301","-20.6%",75,"Mission: Impossible - Ghost Protocol","-","-","-",51,"true",2011
"436","$110,230,829","+4%","$128,078,515","+8.3%",82,"Mission: Impossible - Ghost Protocol","-","-","-",51,"false",2011
"437","$105,970,233","+66%","$118,308,106","+57%",106,"Sherlock Holmes: A Game of Shadows","-","-","-",50,"false",2011
"438","$63,846,449","-9.5%","$75,350,071","-7.5%",113,"New Year's Eve","-","-","-",49,"false",2011
"439","$70,515,083","-6%","$81,502,185","-5.6%",101,"The Twilight Saga: Breaking Dawn - Part 1","-","-","-",48,"true",2011
"440","$148,515,080","-11.5%","$165,042,631","-8.9%",107,"The Twilight Saga: Breaking Dawn - Part 1","-","-","-",47,"true",2011
"441","$175,056,305","-13.3%","$190,495,014","-11.7%",50,"The Twilight Saga: Breaking Dawn - Part 1","-","-","-",47,"true",2011
"442","$207,648,272","-14.2%","$225,149,356","-12.7%",50,"The Twilight Saga: Breaking Dawn - Part 1","-","-","-",47,"true",2011
"443","$213,090,559","+71.6%","$222,537,158","+62.8%",113,"The Twilight Saga: Breaking Dawn - Part 1","-","-","-",46,"false",2011
"444","$124,195,132","+23.4%","$136,668,947","+19.3%",116,"Immortals","-","-","-",45,"false",2011
"445","$100,619,007","+11.5%","$114,563,511","+10.7%",130,"Puss in Boots","-","-","-",44,"false",2011
"446","$90,229,806","-14.2%","$103,466,351","-14.8%",128,"Puss in Boots","-","-","-",43,"false",2011
"447","$105,208,900","+44.6%","$121,497,511","+38.1%",138,"Paranormal Activity 3","-","-","-",42,"false",2011
"448","$72,749,806","-9.1%","$87,980,984","-7.5%",127,"Real Steel","-","-","-",41,"false",2011
"449","$91,007,749","+4.1%","$106,161,269","+2.4%",53,"Real Steel","-","-","-",40,"true",2011
"450","$80,038,160","-3.9%","$95,125,477","-4.2%",129,"Real Steel","-","-","-",40,"false",2011
"451","$83,299,660","-19.5%","$99,307,078","-15.9%",127,"Dolphin Tale","-","-","-",39,"false",2011
"452","$103,498,944","+24.9%","$118,048,412","+15.5%",141,"The Lion King2011 3D Release","-","-","-",38,"false",2011
"453","$82,870,886","+36.8%","$102,167,957","+24.7%",140,"The Lion King2011 3D Release","-","-","-",37,"false",2011
"454","$60,588,164","-20.9%","$81,936,910","-23.5%",139,"Contagion","-","-","-",36,"false",2011
"455","$99,407,337","+6.4%","$138,952,409","+4.7%",122,"The Help","-","-","-",35,"true",2011
"456","$76,554,062","+10.1%","$107,106,553","+14.8%",130,"The Help","-","-","-",35,"false",2011
"457","$69,507,839","-28.6%","$93,298,182","-24.9%",131,"The Help","-","-","-",34,"false",2011
"458","$97,303,811","-27.7%","$124,210,930","-20.2%",126,"The Help","-","-","-",33,"false",2011
"459","$134,605,986","-12.9%","$155,606,456","-7.2%",130,"Rise of the Planet of the Apes","-","-","-",32,"false",2011
"460","$154,610,555","-7.9%","$167,711,398","-7%",126,"Rise of the Planet of the Apes","-","-","-",31,"false",2011
"461","$167,881,029","-6.2%","$180,238,788","-5.5%",123,"Cowboys & Aliens","-","-","-",30,"false",2011
"462","$179,068,823","-28%","$190,704,210","-27.3%",114,"Captain America: The First Avenger","-","-","-",29,"false",2011
"463","$248,568,927","+76.9%","$262,299,124","+67.8%",120,"Harry Potter and the Deathly Hallows: Part 2","-","-","-",28,"false",2011
"464","$140,474,359","-24.6%","$156,322,000","-22.7%",118,"Transformers: Dark of the Moon","-","-","-",27,"false",2011
"465","$222,359,534","-6.7%","$241,553,443","-3.5%",102,"Transformers: Dark of the Moon","-","-","-",26,"true",2011
"466","$186,283,764","+13%","$202,163,864","+14.2%",106,"Transformers: Dark of the Moon","-","-","-",26,"false",2011
"467","$164,865,297","+13.5%","$177,057,217","+15.2%",116,"Cars 2","-","-","-",25,"false",2011
"468","$145,208,661","+10.7%","$153,747,605","+11.4%",106,"Green Lantern","-","-","-",24,"false",2011
"469","$131,188,107","-13.9%","$138,055,726","-13.5%",107,"Super 8","-","-","-",23,"false",2011
"470","$152,390,551","-28.6%","$159,624,804","-28.4%",114,"X-Men: First Class","-","-","-",22,"false",2011
"471","$264,689,498","+45.1%","$276,889,541","+43.7%",106,"The Hangover Part II","-","-","-",21,"true",2011
"472","$213,334,314","+36%","$223,026,879","+33%",109,"The Hangover Part II","-","-","-",21,"false",2011
"473","$156,858,984","+23.7%","$167,642,580","+19.4%",120,"Pirates of the Caribbean: On Stranger Tides","-","-","-",20,"false",2011
"474","$126,805,764","-16.9%","$140,371,451","-15.8%",127,"Thor","-","-","-",19,"false",2011
"475","$152,646,352","+8.8%","$166,748,986","+4.9%",128,"Thor","-","-","-",18,"false",2011
"476","$140,262,298","+22.5%","$158,940,090","+16.5%",120,"Fast Five","-","-","-",17,"false",2011
"477","$126,821,991","-32.4%","$149,092,004","-24.9%",51,"Rio","-","-","-",16,"true",2011
"478","$114,486,342","+3.5%","$136,378,142","+4.9%",128,"Rio","-","-","-",16,"false",2011
"479","$110,573,140","+12.4%","$130,061,017","+12%",116,"Rio","-","-","-",15,"false",2011
"480","$98,389,397","-10.6%","$116,090,490","-7.1%",125,"Hop","-","-","-",14,"false",2011
"481","$110,113,006","+5.2%","$124,938,387","+2.9%",125,"Hop","-","-","-",13,"false",2011
"482","$104,688,038","+5.9%","$121,453,235","+5.6%",126,"Diary of a Wimpy Kid: Rodrick Rules","-","-","-",12,"false",2011
"483","$98,816,142","-11.7%","$114,962,242","-11.2%",121,"Limitless","-","-","-",11,"false",2011
"484","$111,935,077","-2.2%","$129,391,313","-3.4%",118,"Battle Los Angeles","-","-","-",10,"false",2011
"485","$114,398,546","+23.6%","$133,918,873","+21.9%",107,"Rango","-","-","-",9,"false",2011
"486","$92,540,158","-26.4%","$109,830,377","-24%",108,"Hall Pass","-","-","-",8,"false",2011
"487","$150,746,871","-29.4%","$173,631,940","-27.5%",100,"Unknown","-","-","-",7,"true",2011
"488","$125,712,044","-2.1%","$144,525,447","-3.3%",107,"Unknown","-","-","-",7,"false",2011
"489","$128,358,223","+87.9%","$149,414,721","+71.2%",113,"Just Go with It","-","-","-",6,"false",2011
"490","$68,315,090","-21.7%","$87,257,927","-20.1%",114,"The Roommate","-","-","-",5,"false",2011
"491","$87,300,754","+4.6%","$109,215,038","+6.3%",104,"The Rite","-","-","-",4,"false",2011
"492","$83,445,232","-22.6%","$102,730,950","-21.2%",105,"No Strings Attached","-","-","-",3,"false",2011
"493","$107,824,706","+20.6%","$130,305,168","+16%",106,"The Green Hornet","-","-","-",2,"false",2011
"494","$130,346,506","-28.8%","$158,959,357","-24.1%",86,"The Green Hornet","-","-","-",2,"true",2011
